FECHA;SEXO;INSTRUCCION;RANGO EDAD;NUMERO TARJETAHABIENTES;NUMERO TARJETAS;CAPITAL POR VENCER (USD);CAPITAL VENCIDO (USD);CAPITAL NO DEVENGA INTERESES (USD);CAPITAL CONSUMO (USD)
30/6/2024;MUJER;INICIAL;Mayor a 65;93;95;47696,5;7248,12;1913,2;6591,53
30/6/2024;MUJER;NINGUNA;Entre 18 a 29;2;2;0;0;0;0
30/6/2024;MUJER;NINGUNA;Entre 30 a 39;5;5;909,95;76,36;0;426,45
30/6/2024;MUJER;NINGUNA;Entre 40 a 49;25;26;11335,63;228,8;447,84;1453,07
30/6/2024;MUJER;NINGUNA;Entre 50 a 65;99;104;38244,66;362,73;467,21;6019,86
30/6/2024;MUJER;NINGUNA;Mayor a 65;43;44;19363,38;3789,08;694,63;1933,42
30/6/2024;MUJER;NO DISPONIBLE;Entre 18 a 29;12;12;8284,53;568,36;316,78;1684,34
30/6/2024;MUJER;NO DISPONIBLE;Entre 30 a 39;27;29;14512,14;0;0;1692,92
30/6/2024;MUJER;NO DISPONIBLE;Entre 40 a 49;13;15;6937,37;3300,14;5910,48;50
30/6/2024;MUJER;NO DISPONIBLE;Entre 50 a 65;16;18;25426,2;189,47;7465,95;1385,04
30/6/2024;MUJER;NO DISPONIBLE;Mayor a 65;3;3;6140,46;0;0;1181,65
30/6/2024;MUJER;PRIMARIA;Entre 18 a 29;2;2;0;0;0;0
30/6/2024;MUJER;PRIMARIA;Entre 30 a 39;40;41;12667,5;802,12;976,73;1486,1
30/6/2024;MUJER;PRIMARIA;Entre 40 a 49;40;42;18909,28;0;0;2849,27
30/6/2024;MUJER;PRIMARIA;Entre 50 a 65;49;49;41633,86;563,77;558,69;7124,63
30/6/2024;MUJER;PRIMARIA;Mayor a 65;12;12;4992,02;3297,59;461,26;170,68
30/6/2024;MUJER;SECUNDARIA;Entre 18 a 29;12;12;2917,55;0;0;915,49
30/6/2024;MUJER;SECUNDARIA;Entre 30 a 39;136;144;88438,36;14114,34;10504,82;13863,59
30/6/2024;MUJER;SECUNDARIA;Entre 40 a 49;87;92;86821,77;5793,46;2806,39;9423,97
30/6/2024;MUJER;SECUNDARIA;Entre 50 a 65;102;107;90507,31;2351,35;7421,79;14251,2
30/6/2024;MUJER;SECUNDARIA;Mayor a 65;28;29;21448,06;1186,75;25,28;3441,65
30/6/2024;MUJER;SUPERIOR;Entre 18 a 29;7596;7970;4963534,9;214565,14;234893,79;1033979,8
30/6/2024;MUJER;SUPERIOR;Entre 30 a 39;29515;31612;26761953,61;1300092,22;1442111,22;4476829,39
30/6/2024;MUJER;SUPERIOR;Entre 40 a 49;13989;14752;15979295,45;747499,09;967347,32;2204225,78
30/6/2024;MUJER;SUPERIOR;Entre 50 a 65;9671;10101;11266704,37;289530,13;391770,73;1490404,01
30/6/2024;MUJER;SUPERIOR;Mayor a 65;2099;2184;2442804,49;63425,29;55681,43;374064,49
30/6/2024;MUJER;SUPERIOR;No Definido;17;17;2976,87;0;0;2220,34
30/6/2024;NO DISPONIBLE;NO DISPONIBLE;No Definido;68;69;315185,17;0;0;63668,86
31/7/2024;HOMBRE;BACHILLERATO;Entre 18 a 29;28212;29179;17702860,8;1413298,81;1530555,92;3463412,15
31/7/2024;HOMBRE;BACHILLERATO;Entre 30 a 39;32042;34082;26638329,63;2670286,92;2630001,01;4153952,8
31/7/2024;HOMBRE;BACHILLERATO;Entre 40 a 49;18746;19762;20032975,47;1579374,11;1792637,8;2583351,35
31/7/2024;HOMBRE;BACHILLERATO;Entre 50 a 65;13889;14577;16409337,31;771696,73;985909,63;2185463,64
31/7/2024;HOMBRE;BACHILLERATO;Mayor a 65;2488;2609;2836270,9;81165,47;73926,82;355409,24
31/7/2024;HOMBRE;BACHILLERATO;No Definido;64;64;8355,58;0;0;8965,06
31/7/2024;HOMBRE;BASICA;;34461;35954;25210272,37;1602282,18;1404795,39;4315884,65
31/7/2024;HOMBRE;ELEMENTAL;Entre 18 a 29;1;1;583,56;0;0;124
31/7/2024;HOMBRE;ELEMENTAL;Entre 40 a 49;4;4;1956,56;0;0;543,51
31/7/2024;HOMBRE;ELEMENTAL;Entre 50 a 65;2;3;0;0;0;0
31/7/2024;HOMBRE;ELEMENTAL;Mayor a 65;12;12;4173,86;0;0;1773,65
31/7/2024;HOMBRE;ESPECIAL;Entre 30 a 39;1;1;707,77;0;0;0
31/7/2024;HOMBRE;ESPECIAL;Entre 40 a 49;1;1;0;0;0;0
31/7/2024;HOMBRE;ESPECIAL;Entre 50 a 65;1;1;0;0;0;0
31/7/2024;HOMBRE;ESPECIAL;Mayor a 65;1;1;0;1026,73;162,66;80,81
31/7/2024;HOMBRE;INICIAL;Entre 18 a 29;356;359;182969,26;26250,16;22068,1;34609,02
31/7/2024;HOMBRE;INICIAL;Entre 30 a 39;227;232;167700,35;42829,09;26583,75;32744,17
31/7/2024;HOMBRE;INICIAL;Entre 40 a 49;182;186;133046,19;51904,02;16195,87;34500,97
31/7/2024;HOMBRE;INICIAL;Entre 50 a 65;187;195;171204,93;21124,16;27263,9;33528,78
31/7/2024;HOMBRE;INICIAL;Mayor a 65;129;132;71812,15;2884,17;2692,42;13393,13
31/7/2024;HOMBRE;INICIAL;No Definido;1;1;355,86;0;0;355,86
31/7/2024;HOMBRE;NINGUNA;Entre 18 a 29;7;7;1353,45;0;0;390
31/7/2024;HOMBRE;NINGUNA;Entre 30 a 39;15;17;6014,31;0;0;1364,41
31/7/2024;HOMBRE;NINGUNA;Entre 40 a 49;25;25;14935,78;1533,1;1774,65;2047,62
31/7/2024;HOMBRE;NINGUNA;Entre 50 a 65;56;57;21857,72;2480,76;764,52;6260,69
31/7/2024;HOMBRE;NINGUNA;Mayor a 65;26;26;13405,99;984,65;520,07;3081,02
31/7/2024;HOMBRE;NO DISPONIBLE;Entre 18 a 29;16;17;19511,55;0;0;4324
31/7/2024;HOMBRE;NO DISPONIBLE;Entre 30 a 39;29;29;19627,71;1003;5347,97;3891,73
31/7/2024;HOMBRE;NO DISPONIBLE;Entre 40 a 49;20;22;25105,15;860,62;6329,01;3493,83
31/7/2024;HOMBRE;NO DISPONIBLE;Entre 50 a 65;15;17;47523,43;916,91;8396,76;12962,43
31/7/2024;HOMBRE;NO DISPONIBLE;Mayor a 65;3;3;4063,98;0;0;956,65
31/7/2024;HOMBRE;NO DISPONIBLE;No Definido;1;1;0;0;0;0
31/7/2024;HOMBRE;PRIMARIA;Entre 18 a 29;8;8;5386,99;0;0;1681,6
31/7/2024;HOMBRE;PRIMARIA;Entre 30 a 39;62;62;19744,26;957,25;1265,9;3478,05
31/7/2024;HOMBRE;PRIMARIA;Entre 40 a 49;57;63;43646,55;1229,87;1558,16;6609,46
31/7/2024;HOMBRE;PRIMARIA;Entre 50 a 65;77;81;40489,99;0;0;7685,71
31/7/2024;HOMBRE;PRIMARIA;Mayor a 65;20;20;21733,27;1;0;2772,58
31/7/2024;HOMBRE;SECUNDARIA;Entre 18 a 29;19;21;6519,77;460,1;210,36;1622,85
31/7/2024;HOMBRE;SECUNDARIA;Entre 30 a 39;174;185;166766,2;16853,11;9770,89;23225,05
31/7/2024;HOMBRE;SECUNDARIA;Entre 40 a 49;107;113;107085,48;8931,27;9739,4;8292,13
31/7/2024;HOMBRE;SECUNDARIA;Entre 50 a 65;121;129;87758,76;2310,09;6900,93;9138,53
31/7/2024;HOMBRE;SECUNDARIA;Mayor a 65;33;34;18169,68;1784,72;0;2080,58
31/7/2024;HOMBRE;SUPERIOR;Entre 18 a 29;6852;7198;5088355,54;368294,63;365975,07;1128312,41
31/7/2024;HOMBRE;SUPERIOR;Entre 30 a 39;25897;27842;24554256,04;1817172,46;1958896,01;4516020,84
31/7/2024;HOMBRE;SUPERIOR;Entre 40 a 49;10997;11696;15490700,84;871342,47;1239884,94;2479705,11
31/7/2024;HOMBRE;SUPERIOR;Entre 50 a 65;7710;8042;11536298,2;437212,97;637086,22;1587534,43
31/7/2024;HOMBRE;SUPERIOR;Mayor a 65;2803;2949;3917168,61;47026,12;121873,37;608995,16
31/7/2024;HOMBRE;SUPERIOR;No Definido;47;47;6824,99;0;0;6871,78
31/7/2024;MUJER;BACHILLERATO;Entre 18 a 29;15592;16148;9101770,99;683536,07;645127,5;2013768,96
31/7/2024;MUJER;BACHILLERATO;Entre 30 a 39;16838;17811;13518195,91;1119850,96;1094219,96;2426996,91
31/7/2024;MUJER;BACHILLERATO;Entre 40 a 49;10673;11286;10476253,24;711707,48;706725,94;1812540,66
31/7/2024;MUJER;BACHILLERATO;Entre 50 a 65;9839;10333;10430117,7;431620,83;480216,73;1835817,61
31/7/2024;MUJER;BACHILLERATO;Mayor a 65;2553;2661;2745286,54;88804,99;107504,06;460386,51
31/7/2024;MUJER;BACHILLERATO;No Definido;23;23;3434,29;0;0;3494,47
31/7/2024;MUJER;BASICA;;22922;24008;16074620,69;825942,79;761975,85;3150040,04
31/7/2024;MUJER;ELEMENTAL;Entre 30 a 39;1;1;0;0;0;0
31/7/2024;MUJER;ELEMENTAL;Entre 40 a 49;2;2;690,57;0;0;82,99
31/7/2024;MUJER;ELEMENTAL;Entre 50 a 65;5;6;3028,38;0;0;1360
31/7/2024;MUJER;ELEMENTAL;Mayor a 65;5;5;358,23;0;0;0
31/7/2024;MUJER;ESPECIAL;Entre 30 a 39;1;1;3537,97;0;0;3492,71
31/7/2024;MUJER;ESPECIAL;Entre 40 a 49;10;10;13344;0;0;4682,99
31/7/2024;MUJER;ESPECIAL;Entre 50 a 65;2;2;2765,04;0;0;255,74
31/7/2024;MUJER;ESPECIAL;Mayor a 65;1;1;0;0;0;0
31/7/2024;MUJER;INICIAL;Entre 18 a 29;204;211;109707,09;8113,59;5270,18;21049,57
31/7/2024;MUJER;INICIAL;Entre 30 a 39;130;133;103589,58;17541,25;12754,15;21232,86
31/7/2024;MUJER;INICIAL;Entre 40 a 49;139;143;102907,53;16586,63;8674,25;21904,68
31/7/2024;MUJER;INICIAL;Entre 50 a 65;175;185;147080,01;5309,52;4882,65;36851,49
31/7/2024;MUJER;INICIAL;Mayor a 65;95;97;48731,28;7865,85;1295,47;6937,65
31/7/2024;MUJER;INICIAL;No Definido;1;1;500;0;0;500
31/7/2024;MUJER;NINGUNA;Entre 18 a 29;2;2;0;0;0;0
31/7/2024;MUJER;NINGUNA;Entre 30 a 39;4;4;454,35;0;0;100,49
31/7/2024;MUJER;NINGUNA;Entre 40 a 49;25;26;13160,85;288,19;393,45;3140,88
31/7/2024;MUJER;NINGUNA;Entre 50 a 65;98;103;36121,34;531;1091,8;5331,74
31/7/2024;MUJER;NINGUNA;Mayor a 65;45;46;18760,64;3922,96;560,75;3609,89
31/7/2024;MUJER;NO DISPONIBLE;Entre 18 a 29;12;12;7520,19;673,7;1101,34;897,37
31/7/2024;MUJER;NO DISPONIBLE;Entre 30 a 39;28;30;18379,54;0;0;6268,37
31/7/2024;MUJER;NO DISPONIBLE;Entre 40 a 49;13;14;6079,3;3516,09;5694,53;291,36
31/7/2024;MUJER;NO DISPONIBLE;Entre 50 a 65;17;20;26275,31;1330,97;6324,45;1441,21
31/7/2024;MUJER;NO DISPONIBLE;Mayor a 65;3;3;6975,63;0;0;1515,82
31/7/2024;MUJER;PRIMARIA;Entre 18 a 29;2;2;0;0;0;0
31/7/2024;MUJER;PRIMARIA;Entre 30 a 39;41;42;13201,95;838,84;940,01;4720,78
31/7/2024;MUJER;PRIMARIA;Entre 40 a 49;38;39;19631,23;0;0;4244,56
31/7/2024;MUJER;PRIMARIA;Entre 50 a 65;48;48;40976,15;610,32;512,14;4142,47
31/7/2024;MUJER;PRIMARIA;Mayor a 65;12;12;2761,05;3424,98;333,87;450,42
31/7/2024;MUJER;SECUNDARIA;Entre 18 a 29;12;12;3309,34;0;0;1104,37
31/7/2024;MUJER;SECUNDARIA;Entre 30 a 39;134;142;90889,8;14079,51;9660,14;15692,2
31/7/2024;MUJER;SECUNDARIA;Entre 40 a 49;86;91;87578,79;5933,6;2929,6;13198,84
31/7/2024;MUJER;SECUNDARIA;Entre 50 a 65;104;109;99803,55;128,5;644,16;24370,17
31/7/2024;MUJER;SECUNDARIA;Mayor a 65;28;29;23711,63;1218,37;0;5551,61
31/7/2024;MUJER;SUPERIOR;Entre 18 a 29;7426;7788;4914597,76;219700,56;221966,62;1157508,28
31/7/2024;MUJER;SUPERIOR;Entre 30 a 39;29427;31499;27118564,28;1325016,26;1432614,59;5133442,39
31/7/2024;MUJER;SUPERIOR;Entre 40 a 49;14001;14767;16510010,96;758429,72;939754,33;2801211
31/7/2024;MUJER;SUPERIOR;Entre 50 a 65;9728;10164;11501657,14;310708;423087,5;1747041,07
31/7/2024;MUJER;SUPERIOR;Mayor a 65;2131;2219;2470720,31;64232,61;48701,73;350684,69
31/7/2024;MUJER;SUPERIOR;No Definido;22;22;2284,44;0;0;2368,81
31/7/2024;NO DISPONIBLE;NO DISPONIBLE;No Definido;74;75;314843,3;4979,98;0;64631,59
31/8/2024;HOMBRE;BACHILLERATO;Entre 18 a 29;28038;28974;17503564,09;1466217,09;1403837,49;3093855,69
31/8/2024;HOMBRE;BACHILLERATO;Entre 30 a 39;32003;34007;26669305,27;2782167,8;2573967,74;3806101,74
31/8/2024;HOMBRE;BACHILLERATO;Entre 40 a 49;18714;19720;20009508,32;1647744,5;1796400,45;2369015,01
31/8/2024;HOMBRE;BACHILLERATO;Entre 50 a 65;13916;14590;16459090,81;839404,92;932352,09;1840073,54
31/8/2024;HOMBRE;BACHILLERATO;Mayor a 65;2511;2632;2798937,63;80393,2;70156,67;294929,05
31/8/2024;HOMBRE;BACHILLERATO;No Definido;49;49;16444,78;0;0;16935,56
31/8/2024;HOMBRE;BASICA;;34190;35668;25154887,98;1673713,72;1401616,59;3761465,2
31/8/2024;HOMBRE;ELEMENTAL;Entre 18 a 29;1;1;593,5;0;0;207,86
31/8/2024;HOMBRE;ELEMENTAL;Entre 40 a 49;4;4;1765,95;0;0;43,51
31/8/2024;HOMBRE;ELEMENTAL;Entre 50 a 65;2;3;0;0;0;0
31/8/2024;HOMBRE;ELEMENTAL;Mayor a 65;13;13;4028,19;0;0;1413,71
31/8/2024;HOMBRE;ESPECIAL;Entre 30 a 39;1;1;722,36;0;0;0
31/8/2024;HOMBRE;ESPECIAL;Entre 40 a 49;1;1;0;0;0;0
31/8/2024;HOMBRE;ESPECIAL;Entre 50 a 65;1;1;0;0;0;0
31/8/2024;HOMBRE;ESPECIAL;Mayor a 65;1;1;1189,39;0;0;1271,25
31/8/2024;HOMBRE;INICIAL;Entre 18 a 29;360;364;178888,1;27965,54;24312,01;25621,21
31/8/2024;HOMBRE;INICIAL;Entre 30 a 39;228;233;174424,49;41201,38;19870,53;23564,51
31/8/2024;HOMBRE;INICIAL;Entre 40 a 49;180;184;131702,03;51699,09;14760,95;23289,99
31/8/2024;HOMBRE;INICIAL;Entre 50 a 65;187;195;160010,86;23423,91;19242,54;25259,04
31/8/2024;HOMBRE;INICIAL;Mayor a 65;127;130;66946,09;3229,24;2347,35;18460,03
31/8/2024;HOMBRE;NINGUNA;Entre 18 a 29;7;7;1515,97;0;0;126
31/8/2024;HOMBRE;NINGUNA;Entre 30 a 39;16;18;5787,38;0;0;1347,75
31/8/2024;HOMBRE;NINGUNA;Entre 40 a 49;25;25;13245,6;1788,25;2707,34;2029,07
31/8/2024;HOMBRE;NINGUNA;Entre 50 a 65;56;57;20994,11;2646,36;598,92;3188,17
31/8/2024;HOMBRE;NINGUNA;Mayor a 65;26;26;13502,36;1034,66;480,06;2403,36
31/8/2024;HOMBRE;NO DISPONIBLE;Entre 18 a 29;16;17;13712,29;0;0;1198,76
31/8/2024;HOMBRE;NO DISPONIBLE;Entre 30 a 39;30;30;25529,92;1152,56;5198,41;5621,91
31/8/2024;HOMBRE;NO DISPONIBLE;Entre 40 a 49;20;22;21915,63;4217,66;2971,97;1094,22
31/8/2024;HOMBRE;NO DISPONIBLE;Entre 50 a 65;13;15;53330,88;336,13;0;8739,3
31/8/2024;HOMBRE;NO DISPONIBLE;Mayor a 65;3;3;3922,26;0;0;783,8
31/8/2024;HOMBRE;PRIMARIA;Entre 18 a 29;7;7;4537,8;0;0;1049,92
31/8/2024;HOMBRE;PRIMARIA;Entre 30 a 39;61;61;24157,66;799,39;0;7483,22
31/8/2024;HOMBRE;PRIMARIA;Entre 40 a 49;55;61;44463,97;814,71;683,1;5092,26
31/8/2024;HOMBRE;PRIMARIA;Entre 50 a 65;74;78;42825,35;0;0;7787,41
31/8/2024;HOMBRE;PRIMARIA;Mayor a 65;22;22;22990,58;1;0;15073,57
31/8/2024;HOMBRE;SECUNDARIA;Entre 18 a 29;17;19;4863,84;511,7;158,76;428,41
31/8/2024;HOMBRE;SECUNDARIA;Entre 30 a 39;175;186;172324,49;13283,15;7484,51;22877,76
31/8/2024;HOMBRE;SECUNDARIA;Entre 40 a 49;107;113;105937,58;9539,91;11148,79;10845,93
31/8/2024;HOMBRE;SECUNDARIA;Entre 50 a 65;121;129;92510,98;3649,68;5561,34;22084,33
31/8/2024;HOMBRE;SECUNDARIA;Mayor a 65;33;34;16748,25;1784,72;0;1407,51
31/8/2024;HOMBRE;SUPERIOR;Entre 18 a 29;6676;6997;4908044,35;365720,94;332000,8;954133,13
31/8/2024;HOMBRE;SUPERIOR;Entre 30 a 39;25803;27736;24538239,96;1851942,16;1871915,67;4111539,81
31/8/2024;HOMBRE;SUPERIOR;Entre 40 a 49;11058;11749;15494827,43;925095,67;1324212,29;2138153,37
31/8/2024;HOMBRE;SUPERIOR;Entre 50 a 65;7700;8029;11510789,17;472763,79;702721,49;1410429,73
31/8/2024;HOMBRE;SUPERIOR;Mayor a 65;2831;2981;3996009,13;53052,37;117002,98;561017,6
31/8/2024;HOMBRE;SUPERIOR;No Definido;15;15;2353;0;0;2353
31/8/2024;MUJER;BACHILLERATO;Entre 18 a 29;15554;16097;8988587,35;701004,04;612773,8;1839052,83
31/8/2024;MUJER;BACHILLERATO;Entre 30 a 39;16880;17831;13598636,55;1180359,83;1114737,89;2381296,6
31/8/2024;MUJER;BACHILLERATO;Entre 40 a 49;10647;11253;10433906,85;745322,02;748495,45;1602381,13
31/8/2024;MUJER;BACHILLERATO;Entre 50 a 65;9826;10311;10588757,96;465816,09;474855,13;1678739,3
31/8/2024;MUJER;BACHILLERATO;Mayor a 65;2577;2687;2797364,09;85510,31;81974,49;405806,13
31/8/2024;MUJER;BACHILLERATO;No Definido;31;31;5284;0;0;5738,76
31/8/2024;MUJER;BASICA;;22835;23904;16316037,71;866908,65;707317,37;2987345,51
31/8/2024;MUJER;ELEMENTAL;Entre 30 a 39;1;1;0;0;0;0
31/8/2024;MUJER;ELEMENTAL;Entre 40 a 49;2;2;658,54;0;0;38,87
31/8/2024;MUJER;ELEMENTAL;Entre 50 a 65;6;7;4764,09;211,89;849,92;2900
31/8/2024;MUJER;ELEMENTAL;Mayor a 65;5;5;358,23;0;0;0
31/8/2024;MUJER;ESPECIAL;Entre 30 a 39;1;1;3540,99;0;0;0
31/8/2024;MUJER;ESPECIAL;Entre 40 a 49;10;10;13764,48;0;0;1487,92
31/8/2024;MUJER;ESPECIAL;Entre 50 a 65;2;2;2025,61;0;0;1223,78
31/8/2024;MUJER;ESPECIAL;Mayor a 65;1;1;0;0;0;0
31/8/2024;MUJER;INICIAL;Entre 18 a 29;201;208;107186,36;8201,82;4687,32;24816,25
31/8/2024;MUJER;INICIAL;Entre 30 a 39;130;133;101468,64;18199,11;11521,16;18040,78
31/8/2024;MUJER;INICIAL;Entre 40 a 49;138;143;106685,27;17185,9;7672,05;18887,77
31/8/2024;MUJER;INICIAL;Entre 50 a 65;173;181;154931,59;5644,71;4554,46;25739,25
31/8/2024;MUJER;INICIAL;Mayor a 65;94;97;47623,4;5771;698,74;6770,05
31/8/2024;MUJER;NINGUNA;Entre 18 a 29;2;2;0;0;0;0
31/8/2024;MUJER;NINGUNA;Entre 30 a 39;3;3;999,02;0;0;664,96
31/8/2024;MUJER;NINGUNA;Entre 40 a 49;23;24;13113,51;466,86;219,78;2308,26
31/8/2024;MUJER;NINGUNA;Entre 50 a 65;97;101;37987,48;684,89;937,91;8540,34
31/8/2024;MUJER;NINGUNA;Mayor a 65;44;45;18452,43;4057,59;426,12;652,45
31/8/2024;MUJER;NO DISPONIBLE;Entre 18 a 29;12;12;7744,1;775,95;999,09;1375,81
31/8/2024;MUJER;NO DISPONIBLE;Entre 30 a 39;27;29;22799,35;0;0;4356,69
31/8/2024;MUJER;NO DISPONIBLE;Entre 40 a 49;14;15;6955,69;3728,67;5481,95;1581,21
31/8/2024;MUJER;NO DISPONIBLE;Entre 50 a 65;16;19;25218,34;1527,17;6128,25;1995,73
31/8/2024;MUJER;NO DISPONIBLE;Mayor a 65;3;3;6384,48;0;0;162,81
31/8/2024;MUJER;PRIMARIA;Entre 18 a 29;2;2;0;0;0;0
31/8/2024;MUJER;PRIMARIA;Entre 30 a 39;39;40;15158,32;876,04;902,81;4700,57
31/8/2024;MUJER;PRIMARIA;Entre 40 a 49;36;37;18893,89;0;0;2381,71
31/8/2024;MUJER;PRIMARIA;Entre 50 a 65;47;47;37718,6;656,87;465,59;5412,98
31/8/2024;MUJER;PRIMARIA;Mayor a 65;13;13;4992,76;3493,08;265,77;934,64
31/8/2024;MUJER;SECUNDARIA;Entre 18 a 29;12;12;3378,28;0;0;537,93
31/8/2024;MUJER;SECUNDARIA;Entre 30 a 39;133;142;96256,5;13382,64;8034,69;18121,32
31/8/2024;MUJER;SECUNDARIA;Entre 40 a 49;85;90;80997,29;4490,17;1838,81;8175,28
31/8/2024;MUJER;SECUNDARIA;Entre 50 a 65;106;110;108872,21;196,72;575,94;17197,18
31/8/2024;MUJER;SECUNDARIA;Mayor a 65;28;29;23043,08;1224,71;0;3122,01
31/8/2024;MUJER;SUPERIOR;Entre 18 a 29;7250;7594;4773672,75;209655,53;218568,45;994942,93
31/8/2024;MUJER;SUPERIOR;Entre 30 a 39;29382;31424;27049628,76;1359450,19;1480023,42;4618143,58
31/8/2024;MUJER;SUPERIOR;Entre 40 a 49;14045;14807;16625742,14;783376,26;995224,74;2538607,16
31/8/2024;MUJER;SUPERIOR;Entre 50 a 65;9743;10178;11598908,36;330113,54;407424,91;1703531,6
31/8/2024;MUJER;SUPERIOR;Mayor a 65;2162;2250;2505073,28;69108,77;66678,24;372311,33
31/8/2024;MUJER;SUPERIOR;No Definido;13;13;4381,69;0;0;4381,69
31/8/2024;NO DISPONIBLE;NO DISPONIBLE;No Definido;74;75;321123,57;4979,98;0;58076,42
30/9/2024;HOMBRE;BACHILLERATO;Entre 18 a 29;28038;28953;17538703,74;1539529,01;1421157,85;3339169,71
30/9/2024;HOMBRE;BACHILLERATO;Entre 30 a 39;32140;34151;26777859,43;2898825,53;2569854,6;3939460,14
30/9/2024;HOMBRE;BACHILLERATO;Entre 40 a 49;18782;19781;20144700,98;1726671,03;1857845,66;2456306,36
30/9/2024;HOMBRE;BACHILLERATO;Entre 50 a 65;14005;14677;16559947,11;896353,14;1012064,59;2096073,17
30/9/2024;HOMBRE;BACHILLERATO;Mayor a 65;2528;2650;2818269,27;85880,06;71665,86;333701,52
30/9/2024;HOMBRE;BACHILLERATO;No Definido;67;67;16273,63;0;0;15719,1
30/9/2024;HOMBRE;BASICA;;34274;35751;25250874,39;1784636,63;1511814,21;4034542,67
30/9/2024;HOMBRE;ELEMENTAL;Entre 18 a 29;1;1;583,02;0;0;190
30/9/2024;HOMBRE;ELEMENTAL;Entre 40 a 49;4;4;1486,44;0;0;35,6
30/9/2024;HOMBRE;ELEMENTAL;Entre 50 a 65;2;3;0;0;0;0
30/9/2024;HOMBRE;ELEMENTAL;Mayor a 65;12;12;3937,13;0;0;1677,98
30/9/2024;HOMBRE;ESPECIAL;Entre 40 a 49;2;2;708,04;0;0;0
30/9/2024;HOMBRE;ESPECIAL;Entre 50 a 65;1;1;0;0;0;0
30/9/2024;HOMBRE;ESPECIAL;Mayor a 65;1;1;1097,16;0;0;93,43
30/9/2024;HOMBRE;INICIAL;Entre 18 a 29;367;371;182017,18;30757,96;21429,43;35578,15
30/9/2024;HOMBRE;INICIAL;Entre 30 a 39;231;236;175766,22;39461,85;15268,67;21388,31
30/9/2024;HOMBRE;INICIAL;Entre 40 a 49;180;184;124400,29;60423,35;20080,87;17150,45
30/9/2024;HOMBRE;INICIAL;Entre 50 a 65;188;196;168755,55;21247,14;19233,05;25265,56
30/9/2024;HOMBRE;INICIAL;Mayor a 65;126;129;69235,9;3575,83;2000,76;15763,49
30/9/2024;HOMBRE;INICIAL;No Definido;3;3;500;0;0;500
30/9/2024;HOMBRE;NINGUNA;Entre 18 a 29;7;7;1535,08;0;0;846,92
30/9/2024;HOMBRE;NINGUNA;Entre 30 a 39;16;18;5716,49;0;0;1512,74
30/9/2024;HOMBRE;NINGUNA;Entre 40 a 49;25;25;13202,77;2128,7;2366,89;2356,4
30/9/2024;HOMBRE;NINGUNA;Entre 50 a 65;55;56;23900,91;2941,21;804,07;6679,76
30/9/2024;HOMBRE;NINGUNA;Mayor a 65;26;26;11744,88;1080,66;444,06;1151,06
30/9/2024;HOMBRE;NO DISPONIBLE;Entre 18 a 29;17;18;14973,51;0;0;4793,99
30/9/2024;HOMBRE;NO DISPONIBLE;Entre 30 a 39;30;30;25678,52;1300,34;5050,63;3363,93
30/9/2024;HOMBRE;NO DISPONIBLE;Entre 40 a 49;20;22;21541,15;4345,43;2844,2;1556,14
30/9/2024;HOMBRE;NO DISPONIBLE;Entre 50 a 65;13;15;50036,42;336,13;0;89,94
30/9/2024;HOMBRE;NO DISPONIBLE;Mayor a 65;3;3;3818,15;0;0;683,69
30/9/2024;HOMBRE;PRIMARIA;Entre 18 a 29;6;6;3525,79;0;0;283,83
30/9/2024;HOMBRE;PRIMARIA;Entre 30 a 39;60;60;24679,13;580,53;0;3436,51
30/9/2024;HOMBRE;PRIMARIA;Entre 40 a 49;54;60;49498,31;507,02;390,75;10263,03
30/9/2024;HOMBRE;PRIMARIA;Entre 50 a 65;75;79;40309,87;600,04;0;3329,25
30/9/2024;HOMBRE;PRIMARIA;Mayor a 65;22;22;22587,35;1;0;1038,8
30/9/2024;HOMBRE;SECUNDARIA;Entre 18 a 29;16;17;4906,86;622,16;1507,16;2357,19
30/9/2024;HOMBRE;SECUNDARIA;Entre 30 a 39;173;184;170804,03;13945,1;8827,31;19913,37
30/9/2024;HOMBRE;SECUNDARIA;Entre 40 a 49;108;114;104764,28;10642,41;10046,27;8480,14
30/9/2024;HOMBRE;SECUNDARIA;Entre 50 a 65;120;128;97525,54;4134,21;6058,54;17553,32
30/9/2024;HOMBRE;SECUNDARIA;Mayor a 65;32;33;19747,09;1784,72;0;6157,61
30/9/2024;HOMBRE;SUPERIOR;Entre 18 a 29;6535;6842;4744095,98;376580,1;332481,64;957945,27
30/9/2024;HOMBRE;SUPERIOR;Entre 30 a 39;25818;27741;24653209,44;1928884,28;1903237,79;4238139,61
30/9/2024;HOMBRE;SUPERIOR;Entre 40 a 49;11165;11862;15560428,12;992248,13;1393349,41;2195171,1
30/9/2024;HOMBRE;SUPERIOR;Entre 50 a 65;7727;8059;11723546,27;505586,95;718824,85;1594797,18
30/9/2024;HOMBRE;SUPERIOR;Mayor a 65;2859;3010;3949868,49;63761,32;137282,94;521791,89
30/9/2024;HOMBRE;SUPERIOR;No Definido;14;14;2942,23;0;0;2797,95
30/9/2024;MUJER;BACHILLERATO;Entre 18 a 29;15581;16123;8961229,15;750847,91;618627,26;1878247,93
30/9/2024;MUJER;BACHILLERATO;Entre 30 a 39;17007;17962;13831382;1250295,85;1122899,94;2399966,9
